Categoría,Pregunta,Opción A,Opción B,Correcta,Dificultad,Explicación
Récords,¿País más pequeño del mundo?,Vaticano,Mónaco,A,Fácil,Tiene una superficie de solo 0,44 kilómetros cuadrados.
Curiosidades,¿Animal que suda color rojo?,Hipopótamo,Jirafa,A,Media,Es un fluido aceitoso que protege su piel del sol y las bacterias.
Música,¿Banda de Robert Plant?,Led Zeppelin,Deep Purple,A,Fácil,Fue el vocalista de una de las bandas de rock más influyentes de los años 70.
Extravagante,¿Qué animal fue nombrado Senador en Roma?,Un caballo,Un tigre,A,Media,Calígula amaba tanto a su caballo Incitatus que le dio casa, esclavos y el cargo de cónsul/senador.
Cuerpo Humano,¿Dónde están las papilas gustativas de un siluro?,En todo el cuerpo,En los bigotes,A,Difícil,Tiene más de 250.000 receptores; es como una lengua gigante con forma de pez.
Historia,¿Qué guerra duró 335 años sin un solo disparo?,Países Bajos e Islas Sorlingas,España e Inglaterra,A,Difícil,Se "olvidaron" de firmar la paz en 1651 y no lo hicieron oficialmente hasta 1986.
Naturaleza,¿Qué animal puede sobrevivir 10 años sin comer?,Olm (salamandra),Oso,A,Difícil,Este anfibio ciego vive en cuevas y tiene un metabolismo tan lento que apenas se mueve en años.
Extravagante,¿De qué color es la orina de un reno en invierno?,Azul,Amarillo neón,A,Difícil,Debido a su dieta de líquenes y la luz UV en el Ártico, su orina puede reflejar tonos azulados.
Ciencia,¿Qué árbol puede explotar literalmente?,Dinamita (Hura crepitans),Pino,A,Media,Sus frutos maduros estallan lanzando semillas a 250 km/h como si fueran granadas.
Cuerpo Humano,¿Qué le pasa a tu cerebro si no duermes?,Se come a sí mismo,Se vuelve más grande,A,Media,Las células astrocitos empiezan a destruir las sinapsis y los desechos neuronales por error.
Extravagante,¿Qué se usaba en Inglaterra como fertilizante en 1800?,Huesos de Waterloo,Estiércol de elefante,A,Difícil,Tras la batalla de Waterloo, se recolectaron miles de huesos de soldados y caballos para hacer abono.
Naturaleza,¿Qué animal tiene el pene con forma de sacacorchos?,Pato,Elefante,A,Media,Los patos han evolucionado con genitales en espiral para competir en una "carrera armamentista" biológica.
Historia,¿Quién fue la persona más joven en ser elegida Papa?,Benedicto IX (12 años),Juan Pablo II,A,Difícil,Fue Papa tres veces en el siglo XI y la primera vez apenas era un adolescente.
Extravagante,¿Qué ingrediente lleva el perfume más caro del mundo?,Vómito de ballena,Sangre de cobra,A,Media,El ámbar gris es una secreción del cachalote que se usa para fijar aromas y cuesta una fortuna.
Ciencia,¿A qué velocidad viaja un estornudo?,160 km/h,50 km/h,A,Media,Un estornudo puede lanzar miles de gotas de saliva a una velocidad similar a la de un coche en autopista.
Extravagante,¿Qué animal se usa para detectar minas en África?,Ratas gigantes,Perros salchicha,A,Media,Las ratas de Gambia son ligeras y tienen un olfato increíble; salvan miles de vidas cada año.
Naturaleza,¿Qué árbol es técnicamente el ser vivo más grande?,Pando (bosque de álamos),Secuoya,A,Difícil,Pando es una colonia de 47.000 árboles conectados por una sola raíz; pesa 6.000 toneladas.
Historia,¿De qué murió el descubridor de la higiene de manos?,En un manicomio,De viejo,A,Media,Ignaz Semmelweis fue humillado por decir que los médicos debían lavarse las manos y murió tras una paliza.
Extravagante,¿Qué país no tiene un solo mosquito?,Islandia,Noruega,A,Media,Las rápidas subidas y bajadas de temperatura en Islandia matan a las larvas antes de que nazcan.
Cuerpo Humano,¿Cuántos km de vasos sanguíneos tenemos?,96.000 km,1.000 km,A,Difícil,Si los estiraras todos, darían más de dos vueltas completas a la Tierra.
Extravagante,¿Qué animal tiene 4 penes?,Equidna,Canguro,A,Difícil,Es un monotrema australiano que usa solo dos de sus cuatro cabezas de pene cada vez que se aparea.
Naturaleza,¿Qué fruto es radioactivo naturalmente?,Plátano,Manzana,A,Media,Contienen potasio-40, un isótopo radioactivo, pero tendrías que comer 10 millones a la vez para morir.
Historia,¿Qué emperador declaró la guerra al Mar?,Calígula,Julio César,A,Media,Ordenó a sus soldados apuñalar las olas y recoger conchas como "botín de guerra" contra Neptuno.
Extravagante,¿Qué animal puede respirar por el ano?,Tortuga,Rana,A,Difícil,Ciertas tortugas pueden absorber oxígeno a través de la cloaca mientras hibernan bajo el agua.
Ciencia,¿De qué color es la sangre de un cangrejo herradura?,Azul,Verde,A,Media,Contiene hemocianina basada en cobre en lugar de hierro, y es vital para la medicina moderna.
Extravagante,¿Qué se usaba en Egipto como prueba de embarazo?,Trigo y cebada,Leche de vaca,A,Difícil,La mujer orinaba sobre los granos; si crecían, estaba embarazada (y funcionaba al 70% por los estrógenos).
Naturaleza,¿Qué animal se "suicida" tras aparearse?,Antechinus (marsupial),Abeja,A,Media,Los machos de esta especie australiana se aparean hasta morir por colapso del sistema inmune.
Historia,¿Quién inventó el primer vibrador?,Un médico,Una inventora,A,Media,Se inventó a finales del XIX para tratar la "histeria" femenina de forma más rápida en las consultas médicas.
Extravagante,¿De qué está hecho el cuerno de un rinoceronte?,Pelo (queratina),Hueso,A,Fácil,Es exactamente la misma sustancia que tus uñas y tu cabello, no tiene propiedades mágicas.
Ciencia,¿Qué pasa si lloras en el espacio?,Las lágrimas no caen,No puedes llorar,A,Media,Sin gravedad, el agua se acumula en una bola alrededor del ojo y puede ser peligroso.
Extravagante,¿Qué animal se tira pedos para comunicarse?,Arenque,Cachalote,A,Difícil,Emiten sonidos de alta frecuencia expulsando gas para mantener el grupo unido en la oscuridad.
Naturaleza,¿Qué flor huele a cadáver podrido?,Aro gigante (Titan Arum),Rosa de moscas,A,Media,Su olor atrae a insectos carroñeros que transportan el polen.
Historia,¿Quién es el dueño legal de la Luna?,Nadie,La ONU,A,Media,Según el Tratado del Espacio de 1967, ningún país puede reclamar la soberanía de un cuerpo celeste.
Extravagante,¿Qué animal es inmortal biológicamente?,Medusa Turritopsis,Tardígrado,A,Difícil,Puede revertir sus células a su estado infantil y volver a crecer indefinidamente.
Cuerpo Humano,¿De dónde viene el polvo de tu casa?,Piel muerta,Arena de fuera,A,Media,Alrededor del 70% del polvo doméstico son células de piel que se nos caen cada día.
Extravagante,¿Qué animal tiene el récord de la caca más larga?,Ballena azul,Elefante,A,Media,Sus heces son de color rosa neón (por el krill) y pueden extenderse metros en el agua.
Naturaleza,¿Qué animal puede sobrevivir al espacio?,Tardígrado,Cucaracha,A,Media,Estos "osos de agua" soportan el vacío, la radiación y temperaturas extremas.
Historia,¿Qué fruta era un símbolo de estatus en 1700?,Piña,Mango,A,Difícil,Eran tan caras que la gente las alquilaba solo para lucirlas en fiestas sin llegar a comerlas.
Extravagante,¿Qué animal tiene 32 cerebros?,Sanguijuela,Ciempiés,A,Difícil,Tienen 32 ganglios segmentarios independientes, cada uno controla una parte de su cuerpo.
Ciencia,¿De qué color es el universo?,Beige cósmico,Negro absoluto,A,Difícil,Los científicos promediaron toda la luz de las galaxias y el resultado es un tono crema/beige.
Extravagante,¿Qué animal usa su nariz como dedo?,Elefante,Topo,A,Fácil,La trompa tiene 40.000 músculos y puede recoger desde un tronco hasta una sola brizna de hierba.
Naturaleza,¿Qué ave tiene el récord de vuelo sin aterrizar?,Vencejo,Albatros,A,Difícil,Puede pasar hasta 10 meses seguidos volando, incluso duerme mientras planea.
Historia,¿Qué reina tenía un ejército de mujeres vírgenes?,Reina de Dahomey,Cleopatra,A,Media,Las "Amazonas de Dahomey" eran soldados de élite temidas en toda África Occidental.
Extravagante,¿Qué animal tiene leche verde?,Ninguno,Hipopótamo,A,Media,Es un mito; la leche del hipopótamo es blanca, pero su sudor rojo puede teñirla al mezclarse.
Cuerpo Humano,¿Qué órgano se encoge cuando te enamoras?,Ninguno,Cerebro,A,Media,El amor libera tanta dopamina que ciertas áreas del juicio crítico se "apagan" temporalmente.
Extravagante,¿Qué animal se defiende disparando sangre por los ojos?,Lagarto cornudo,Serpiente de coral,A,Media,Aumenta la presión en su cabeza hasta que los capilares de sus ojos estallan contra el depredador.
Naturaleza,¿Qué animal tiene 10 corazones?,Lombriz de tierra,Pulpo,A,Media,Tienen 5 pares de arcos aórticos que funcionan como corazones para bombear sangre.
Historia,¿Qué país tuvo un Rey que duró 20 minutos?,Francia,Portugal,A,Difícil,Luis Antonio de Francia ostenta el récord de reinado más corto tras abdicar casi al instante.
Extravagante,¿Qué animal no puede caminar hacia atrás?,Canguro,Elefante,A,Media,Su gran cola y la forma de sus patas traseras actúan como un trípode que solo permite el avance.
Ciencia,¿Qué le pasa al metal en el espacio?,Se suelda solo,Se rompe,A,Media,Se llama "soldadura en frío"; si dos piezas del mismo metal se tocan, se unen permanentemente.
Extravagante,¿Qué animal tiene los dientes más duros?,Lapa (molusco),Tiburón,A,Difícil,Sus dientes están hechos de goethita, el material biológico más resistente conocido.
Naturaleza,¿Qué animal tiene el esperma más largo?,Mosca de la fruta,Ballena,A,Difícil,El de la Drosophila bifurca mide 5,8 cm, unas 20 veces la longitud de su propio cuerpo.
Historia,¿Quién escribió el primer algoritmo de la historia?,Ada Lovelace,Alan Turing,A,Media,La hija de Lord Byron lo escribió para la máquina analítica de Babbage en 1843.
Extravagante,¿Qué animal duerme solo 2 horas al día?,Elefante,Caballo,A,Media,Los elefantes africanos en libertad son los mamíferos que menos necesitan dormir.
Cuerpo Humano,¿Qué parte del cuerpo humano no puede curarse sola?,Dientes,Huesos,A,Fácil,El esmalte dental no es tejido vivo, por lo que no puede regenerarse una vez dañado.
Extravagante,¿Qué animal puede ver a través de sus orejas?,Murciélago,Lechuza,A,Media,Mediante la ecolocalización crean un mapa visual en su cerebro usando solo el sonido.
Naturaleza,¿Qué animal tiene 2.500 dientes?,Caracol,Tiburón,A,Difícil,Tienen una lengua dentada llamada rádula con miles de dientes microscópicos.
Historia,¿Qué país fue bombardeado con plaga bubónica?,China,Japón,A,Media,Japón lanzó pulgas infectadas sobre ciudades chinas durante la Segunda Guerra Mundial.
Extravagante,¿Qué animal tiene la lengua más pesada?,Ballena Azul,Elefante,A,Fácil,Su lengua pesa tanto como un elefante adulto entero (unos 2.700 kg).
Ciencia,¿Qué planeta tiene lluvia de ácido sulfúrico?,Venus,Júpiter,A,Media,Las nubes son tan densas que el ácido se evapora antes de tocar el suelo.
Extravagante,¿Qué animal tiene las pupilas en forma de W?,Sepia,Pulpo,A,Media,Esta forma les ayuda a controlar la luz y ver contrastes en el agua profunda.
Naturaleza,¿Qué animal no tiene cerebro ni corazón?,Estrella de mar,Delfín,A,Media,Tienen un sistema nervioso centralizado pero carecen de los órganos complejos habituales.
Historia,¿Quién fue el primer animal en orbitar la Tierra?,Laika (perra),Albert (mono),A,Fácil,Laika fue enviada por la URSS en 1957 a bordo del Sputnik 2.
Extravagante,¿Qué parte del cuerpo de un tiburón es comercial?,Aleta,Ojos,A,Fácil,La sopa de aleta de tiburón es un plato de lujo que está diezmando las poblaciones.
Cuerpo Humano,¿Qué hueso es el más difícil de romper?,Fémur,Cráneo,A,Media,Es tan fuerte como el hormigón y puede soportar hasta 30 veces el peso de una persona.
Extravagante,¿Qué animal se comunica con un "estornudo"?,Licaón (perro salvaje),Lobo,A,Difícil,Los perros salvajes africanos votan si van de caza o no estornudando.
Naturaleza,¿Qué animal tiene la orina que huele a palomitas?,Binturong (oso gato),Panda,A,Difícil,Emiten un aroma similar a la mantequilla por una sustancia química en su orina.
Historia,¿Qué país regaló a EE.UU. un oso polar?,Noruega,Canadá,A,Difícil,Fue un regalo diplomático en 1940, aunque terminó viviendo en un zoológico.
Extravagante,¿Qué animal tiene el corazón en la cabeza?,Camarón,Cangrejo,A,Media,Su corazón se encuentra en el cefalotórax, justo detrás de los ojos.
Ciencia,¿Qué material es 200 veces más fuerte que el acero?,Grafeno,Diamante,A,Media,Es una capa de carbono de un solo átomo de espesor y el más resistente del mundo.
Extravagante,¿Qué animal puede rotar su cabeza 270 grados?,Búho,Águila,A,Fácil,Sus cuellos tienen adaptaciones óseas para no cortar el riego sanguíneo al girar.
Naturaleza,¿Qué animal tiene la piel transparente?,Rana de cristal,Pez cebra,A,Media,Se pueden ver sus órganos latir a través de su abdomen.
Historia,¿Quién es la única persona que ha ganado un Nobel en dos ciencias?,Marie Curie,Albert Einstein,A,Media,Ganó el de Física en 1903 y el de Química en 1911.
Extravagante,¿Qué animal explota tras morir?,Ballena,Elefante,A,Media,Los gases de la descomposición se acumulan y pueden causar una explosión violenta si se tocan.
Cuerpo Humano,¿Cuántos km recorre la sangre al día?,19.000 km,100 km,A,Difícil,La sangre circula por todo el cuerpo miles de veces al día a gran velocidad.
Extravagante,¿Qué animal tiene 10.000 músculos en su nariz?,Elefante,Oso hormiguero,A,Media,Su trompa tiene más músculos que todo el cuerpo humano junto.
Naturaleza,¿Qué animal es capaz de volar hacia atrás?,Colibrí,Halcón,A,Fácil,Sus alas rotan en forma de ocho, permitiendo el vuelo estacionario y el retroceso.
Historia,¿Qué ciudad fue construida sobre una ciénaga?,San Petersburgo,Venecia,A,Media,Pedro el Grande la fundó sobre un pantano, costando la vida a miles de trabajadores.
Extravagante,¿Qué animal produce cubos de caca?,Wombat,Koala,A,Difícil,Sus intestinos tienen secciones rígidas que moldean las heces para que no rueden de las rocas.
Ciencia,¿Qué planeta tiene vientos de 2.000 km/h?,Neptuno,Marte,A,Media,Son los vientos más rápidos medidos en todo el sistema solar.
Extravagante,¿Qué animal se limpia los oídos con la lengua?,Jirafa,Geco,A,Media,Su lengua de 50 cm es tan flexible que puede llegar al interior de sus orejas.
Naturaleza,¿Qué animal vive en volcanes submarinos?,Cangrejo Yeti,Tiburón,A,Media,Soportan temperaturas extremas y aguas ácidas cargadas de metales pesados.
Historia,¿Qué país tuvo 3 presidentes en 45 minutos?,México,Argentina,A,Difícil,Pedro Lascuráin fue presidente de México durante menos de una hora en 1913.
Extravagante,¿Qué animal tiene el periodo de sueño más corto?,Jirafa,Elefante,A,Media,Solo necesitan unos 30 minutos de sueño al día, repartidos en siestas de 5 minutos.
Cuerpo Humano,¿Qué le pasa a tu nariz cuando mientes?,Se calienta,Crece,A,Difícil,Se llama "Efecto Pinocho": la temperatura de la nariz sube debido a la ansiedad.
Extravagante,¿Qué animal puede vivir sin agua toda su vida?,Rata canguro,Camello,A,Difícil,Obtiene toda la humedad que necesita procesando las semillas que come.
Naturaleza,¿Qué animal tiene el corazón más pequeño?,Musaraña etrusca,Colibrí,A,Media,Su corazón late hasta 1.500 veces por minuto para mantener su metabolismo.
Historia,¿Quién inventó el sistema de cifrado de la WiFi?,Hedy Lamarr (actriz),Alan Turing,A,Difícil,La actriz de Hollywood desarrolló la tecnología de salto de frecuencia en la 2ª Guerra Mundial.
Extravagante,¿Qué animal tiene la lengua rosa con espinas?,León,Oso,A,Media,Las papilas de su lengua son de queratina y sirven para arrancar la carne de los huesos.
Ciencia,¿Qué le pasa al tiempo cerca de un agujero negro?,Se ralentiza,Se acelera,A,Media,Debido a la enorme gravedad, el tiempo pasa mucho más despacio que en la Tierra.
Extravagante,¿Qué animal duerme flotando de pie?,Cachalote,Delfín,A,Media,Se quedan en estado vertical inmóvil, pareciendo monolitos flotando en el océano.
Naturaleza,¿Qué animal tiene el grito más fuerte de la selva?,Mono aullador,Jaguar,A,Media,Su rugido puede oírse a casi 5 kilómetros de distancia entre la vegetación.
Historia,¿Qué país fue el último en abolir la esclavitud?,Mauritania,Brasil,A,Difícil,No fue ilegal hasta 1981, y no fue penalizado hasta el año 2007.
Extravagante,¿Qué animal tiene 1.000 patas?,Milpiés,Ciempiés,A,Media,Aunque el nombre asuste, la mayoría tiene unos 200, aunque una especie llegó a 1.300 recientemente.
Cuerpo Humano,¿Qué parte del cuerpo tiene su propio ecosistema?,Ombligo,Boca,A,Media,Un estudio halló más de 2.300 especies de bacterias viviendo solo en el ombligo humano.
Extravagante,¿Qué animal produce luz propia?,Luciérnaga,Pez linterna (ambos),A,Fácil,Usan una reacción química llamada bioluminiscencia para cazar o aparearse.
Naturaleza,¿Qué animal puede congelarse y volver a la vida?,Rana de la madera,Oso polar,A,Media,Su sangre produce un anticongelante natural que evita que sus células estallen.
Historia,¿Quién inventó la margarina?,Un químico francés,Un cocinero alemán,A,Media,Napoleón III ofreció un premio para crear un sustituto barato de la mantequilla para su ejército.
Extravagante,¿Qué animal tiene el pelo transparente?,Oso polar,Conejo,A,Media,Su pelaje no es blanco, es translúcido y refleja la luz, lo que les ayuda a camuflarse.
Ciencia,¿Qué planeta flota en el agua?,Saturno,Júpiter,A,Media,Es menos denso que el agua; si tuvieras una bañera gigante, Saturno flotaría.
Extravagante,¿Qué animal tiene el cerebro más pequeño?,Estegosaurio,Nuez,A,Media,Un dinosaurio de 9 metros tenía un cerebro del tamaño de una nuez o un limón.
Naturaleza,¿Qué animal es el más solitario?,Oso polar,Lobo,A,Media,Apenas interactúan con otros, excepto para aparearse, recorriendo miles de km solos.
Historia,¿Qué país declaró la guerra a los pájaros emúes?,Australia,Sudáfrica,A,Media,En 1932, el ejército australiano usó ametralladoras contra los pájaros y, técnicamente, perdió.
Extravagante,¿Qué animal puede sobrevivir a una decapitación por semanas?,Cucaracha,Hormiga,A,Media,Respiran por espiráculos en el cuerpo y su cerebro no controla la presión sanguínea.
Medicina,¿Qué se usaba en el siglo XIX para tratar el asma?,Cigarrillos de arsénico,Jarabe de caracol,A,Difícil,Se creía que el humo de ciertas sustancias tóxicas "abría" las vías respiratorias.
Historia,¿Qué país tuvo un presidente que era un cadáver?,Grecia,Ecuador,B,Difícil,En 1906, el cadáver de Federico Páez fue "sentado" en la silla presidencial durante una revuelta.
Biología,¿Qué animal tiene el corazón en la rodilla?,Grillo,Camarón,B,Difícil,En realidad, los grillos tienen los "oídos" en las rodillas y los camarones el corazón en el cefalotórax.
Extravagante,¿De qué color es la leche de ballena?,Blanca,Amarilla y espesa,B,Media,Tiene un 50% de grasa (parecido a la pasta de dientes) para que no se disuelva en el agua.
Ciencia,¿Qué metal explota si le cae agua?,Potasio,Oro,A,Fácil,Es un metal alcalino tan reactivo que genera una explosión de hidrógeno al contacto con humedad.
Historia,¿Qué se usaba en el Antiguo Egipto como anticonceptivo?,Estiércol de cocodrilo,Miel de abeja,A,Media,Se mezclaba con otras sustancias para crear una barrera ácida que bloqueaba el paso.
Extravagante,¿Qué animal tiene 10.000 dientes en la lengua?,Caracol,Tiburón,A,Difícil,Su lengua (rádula) tiene filas de dientes microscópicos de quitina para raspar alimento.
Cuerpo Humano,¿Qué órgano puede "gustar" además de la lengua?,Los testículos,Los pulmones,A,Difícil,Tienen receptores de sabor para detectar aminoácidos; aunque el cerebro no "siente" el sabor.
Naturaleza,¿Qué árbol puede "caminar"?,Palmera caminante,Pino de agua,A,Media,La 'Socratea exorrhiza' mueve sus raíces hacia la luz, desplazándose unos centímetros al año.
Extravagante,¿Qué animal se tira pedos para defenderse?,Mofeta,Avispa de mar,A,Fácil,Su líquido fétido es una mezcla de químicos que puede causar ceguera temporal.
Historia,¿Quién es la persona con más hijos de la historia?,Valentina Vassilyeva (69),Isabel la Católica,A,Difícil,Una campesina rusa del siglo XVIII tuvo 16 pares de gemelos, 7 de trillizos y 4 de cuatrillizos.
Extravagante,¿Qué animal duerme con la mitad del cerebro despierto?,Delfín,León,A,Media,Se llama sueño unihemisférico y les permite seguir nadando y subiendo a respirar.
Ciencia,¿Qué sustancia es más dura que el diamante?,Lonsdaleíta,Grafeno,B,Media,El grafeno es el material más resistente jamás testado, aunque la lonsdaleíta es un 58% más dura que el diamante.
Historia,¿Qué emperador romano se vestía de mujer para prostituirse?,Heliogábalo,Calígula,A,Difícil,Ofrecía grandes sumas de dinero a quien pudiera realizarle una operación de cambio de sexo.
Extravagante,¿Qué animal tiene la caca en forma de cubo?,Wombat,Koala,A,Media,Sus intestinos tienen zonas rígidas y flexibles que moldean las heces para que no rueden.
Cuerpo Humano,¿Qué le pasa a tu altura en el espacio?,Cunces unos 5 cm,Te encoges,A,Media,Sin la gravedad que comprima los discos intervertebrales, la columna se expande.
Naturaleza,¿Qué animal se comunica mediante ultrasonidos por el ano?,Arenque,Cachalote,A,Difícil,Emiten ráfagas de burbujas (pedos) para mantener el contacto con el banco de peces en la oscuridad.
Extravagante,¿Qué se usaba en Roma para blanquear los dientes?,Orina,Vinagre de manzana,A,Media,El amoníaco de la orina servía como agente blanqueador; se importaba incluso de otras regiones.
Historia,¿Qué guerra comenzó por un partido de fútbol?,Honduras y El Salvador,Brasil y Argentina,A,Media,En 1969, las tensiones políticas estallaron tras un partido eliminatorio para el Mundial.
Extravagante,¿Qué animal puede cambiar de sexo a voluntad?,Pez payaso,Delfín,A,Media,Si la hembra dominante muere, el macho más grande se transforma en hembra.
Biología,¿Qué animal tiene la lengua más pesada que un elefante?,Ballena azul,Megalodón,A,Fácil,La lengua de una ballena azul puede pesar hasta 2.700 kilos.
Extravagante,¿Qué país tiene una "Policía de la Moda" real?,Irán,Corea del Norte,B,Media,Existen cortes de pelo y vestimentas prohibidas bajo penas de cárcel o multas.
Historia,¿De qué murió el creador de la margarina?,De hambre,En la guillotina,A,Difícil,Hippolyte Mège-Mouriès murió en la pobreza absoluta a pesar de su invento millonario.
Extravagante,¿Qué animal se defiende disparando sangre por los ojos?,Lagarto cornudo,Serpiente coral,A,Media,Aumenta la presión en su cabeza hasta romper capilares para asustar depredadores.
Cuerpo Humano,¿Qué parte del cuerpo no puede sentir dolor?,Cerebro,Corazón,A,Media,El cerebro procesa el dolor de todo el cuerpo pero no tiene receptores de dolor propios.
Naturaleza,¿Qué flor huele a carne podrida?,Aro gigante,Girasol negro,A,Fácil,Su olor atrae a moscas y escarabajos carroñeros para la polinización.
Extravagante,¿Qué animal tiene 32 cerebros?,Sanguijuela,Ciempiés,A,Difícil,Tienen un ganglio independiente para cada uno de sus 32 segmentos corporales.
Historia,¿Qué ciudad fue comprada por 24 dólares en cuentas de vidrio?,Nueva York (Manhattan),Hong Kong,A,Media,Los colonos holandeses se la compraron a los nativos americanos en 1626.
Extravagante,¿Qué animal puede vivir sin agua toda su vida?,Rata canguro,Camello,A,Media,Extraen la humedad de las semillas y su metabolismo recicla el agua interna.
Ciencia,¿Qué planeta tiene lluvia de diamantes?,Neptuno,Marte,A,Media,La alta presión convierte el metano en cristales de diamante que caen al núcleo.
Historia,¿Quién inventó el sistema de la WiFi?,Hedy Lamarr (actriz),Alan Turing,A,Difícil,La actriz de Hollywood desarrolló una tecnología de salto de frecuencia durante la 2ª Guerra Mundial.
Extravagante,¿Qué animal tiene ojos más grandes que su cerebro?,Avestruz,Lechuza,A,Media,Sus ojos son del tamaño de una pelota de billar, optimizados para ver depredadores a km.
Cuerpo Humano,¿Cuántas bacterias hay en tu ombligo?,Más de 2.000 especies,Unas 50,A,Difícil,Un estudio encontró una biodiversidad similar a la de una selva tropical en el ombligo humano.
Naturaleza,¿Qué animal es inmortal?,Medusa Turritopsis,Tardígrado,A,Media,Puede revertir sus células a una etapa temprana y volver a empezar su ciclo vital.
Extravagante,¿Qué se usaba en la Edad Media para saber si alguien estaba vivo?,Campana en el ataúd,Espejo en la nariz,A,Media,El miedo a ser enterrado vivo (tafofobia) creó los "ataúdes de seguridad".
Historia,¿Qué país declaró la guerra a los pájaros Emú?,Australia,Sudáfrica,A,Media,En 1932, el ejército australiano perdió una "guerra" contra 20.000 emúes.
Extravagante,¿Qué animal tiene la orina que huele a palomitas?,Binturong,Oso panda,A,Difícil,Producen una sustancia química (2-AP) que es la misma que da olor al maíz inflado.
Biología,¿Qué animal tiene el periodo de sueño más corto?,Jirafa,Elefante,A,Media,Duermen unos 30 minutos al día en siestas de 5 minutos, a menudo de pie.
Extravagante,¿De qué está hecho el cuerno del rinoceronte?,Pelo compactado,Hueso,A,Fácil,Es queratina pura, la misma sustancia de tus uñas y cabello.
Extravagante,¿Qué animal puede sobrevivir semanas sin cabeza?,Cucaracha,Hormiga,A,Media,Respiran por espiráculos en el cuerpo y no mueren por falta de cerebro sino de hambre.
Medicina,¿Qué se fumaba para el asma en el siglo XIX?,Cigarrillos de arsénico,Tabaco de menta,A,Difícil,Se creía que el humo tóxico "limpiaba" los pulmones de mucosidad.
Historia,¿Qué país tuvo un presidente que era un cadáver?,Ecuador,Grecia,A,Difícil,En 1906 el cadáver de Federico Páez fue sentado en la silla para legitimar una revuelta.
Biología,¿Qué animal tiene el corazón en la cabeza?,Camarón,Grillo,A,Media,Su sistema circulatorio se concentra en el cefalotórax, justo detrás de los ojos.
Extravagante,¿De qué color es la leche de ballena?,Blanca,Rosa y espesa,B,Media,Tiene un 50% de grasa (textura de pasta de dientes) para que no se disuelva en el agua.
Ciencia,¿Qué metal explota al contacto con el agua?,Sodio,Oro,A,Fácil,Reacciona violentamente liberando hidrógeno y calor hasta estallar.
Historia,¿Anticonceptivo en el Antiguo Egipto?,Estiércol de cocodrilo,Miel de palma,A,Media,Se usaba como barrera ácida y física antes del coito.
Extravagante,¿Qué animal tiene 10.000 dientes en la lengua?,Caracol,Tiburón,A,Difícil,Su lengua (rádula) tiene miles de dentículos para raspar vegetales.
Cuerpo Humano,¿Qué órgano tiene receptores de sabor?,Testículos,Pulmones,A,Difícil,Tienen receptores de sabor "dulce" y "umami" para detectar aminoácidos.
Naturaleza,¿Qué árbol puede "caminar"?,Palmera caminante,Pino de agua,A,Media,Sus raíces se mueven hacia la luz desplazando el tronco unos cm al año.
Extravagante,¿Animal que se tira pedos para defenderse?,Mofeta,Avispa de mar,A,Fácil,Su líquido fétido es una mezcla de químicos que causa ceguera temporal.
Historia,¿Persona con más hijos (69)?,Valentina Vassilyeva,Isabel la Católica,A,Difícil,Campesina rusa del s. XVIII que tuvo 27 partos múltiples.
Extravagante,¿Animal que duerme con medio cerebro?,Delfín,León,A,Media,El sueño unihemisférico les permite seguir nadando y salir a respirar.
Ciencia,¿Material más duro que el diamante?,Lonsdaleíta,Grafeno,A,Media,Es un mineral de carbono que es un 58% más duro que el diamante natural.
Historia,¿Emperador romano prostituto?,Heliogábalo,Calígula,A,Difícil,Se vestía de mujer y trabajaba en los burdeles de palacio por placer.
Extravagante,¿Animal con caca en forma de cubo?,Wombat,Koala,A,Media,Sus intestinos moldean las heces para que no rueden de las rocas.
Cuerpo Humano,¿Qué te pasa en el espacio?,Cunces 5 cm,Te encoges,A,Media,Sin gravedad los discos intervertebrales se expanden y creces.
Naturaleza,¿Animal que habla por el ano?,Arenque,Cachalote,A,Difícil,Emiten ráfagas de burbujas para mantener contacto con el grupo en la oscuridad.
Extravagante,¿Blanqueador dental en Roma?,Orina,Vinagre,A,Media,El amoníaco de la orina era un agente limpiador muy valorado.
Historia,¿Guerra que empezó por fútbol?,Honduras/Salvador,Brasil/Arg,A,Media,En 1969 las tensiones políticas estallaron tras un partido clasificatorio.
Extravagante,¿Animal que cambia de sexo?,Pez payaso,Delfín,A,Media,Si la hembra muere, el macho dominante se transforma en hembra.
Biología,¿Lengua más pesada que un elefante?,Ballena azul,Megalodón,A,Fácil,La lengua de una ballena azul pesa unas 2.7 toneladas.
Extravagante,¿País con Policía de la Moda?,Corea del Norte,Irán,A,Media,Controlan cortes de pelo y el uso de vaqueros o marcas occidentales.
Historia,¿De qué murió el creador de la margarina?,Hambre/Pobreza,Guillotina,A,Difícil,Hippolyte Mège-Mouriès murió pobre a pesar de su invento global.
Extravagante,¿Animal que llora sangre?,Lagarto cornudo,Serpiente,A,Media,Dispara chorros de sangre por los ojos para asustar depredadores.
Cuerpo Humano,¿Qué parte no siente dolor?,Cerebro,Corazón,A,Media,El cerebro procesa el dolor pero no tiene terminaciones nerviosas propias.
Naturaleza,¿Flor que huele a cadáver?,Aro gigante,Girasol negro,A,Fácil,Usa el olor a podrido para atraer moscas polinizadoras.
Extravagante,¿Animal con 32 cerebros?,Sanguijuela,Ciempiés,A,Difícil,Tienen un ganglio independiente para cada segmento de su cuerpo.
